seq,firstname,lastname,age,street,city,state,zip,dollar,pick,date
1161,Elijah,Padilla,42,Ehjer Lane,Ovtovbu,WA,69618,$282.99,WHITE,01/27/1904
1162,Isabella,Pratt,29,Zivof Circle,Roptiprab,SD,69499,$2809.83,WHITE,11/19/1966
1163,Inez,Perry,60,Neeb Court,Waninen,AZ,64818,$7598.72,BLUE,02/14/1903
1164,Lizzie,Logan,43,Sutoc Street,Rofenbo,NH,12294,$4843.03,YELLOW,03/04/2019
1165,Gene,Walker,33,Pivdur River,Rimenu,WA,28785,$5348.23,BLUE,04/05/2013
1166,Louise,Bishop,24,Edroc Mill,Imiavoih,NY,93599,$2379.87,RED,08/13/1909
1167,Clarence,Massey,41,Jubod Loop,Gafamsec,IA,80442,$9877.01,GREEN,06/22/2011
1168,Jeremy,Fuller,22,Witdo Square,Cizgakiw,RI,78045,$8677.18,RED,11/21/1955
1169,Pearl,Paul,29,Jamu Place,Bujerwe,WV,46821,$3899.31,BLUE,06/10/2046
1170,Roy,Harrison,63,Haboz River,Dajebajik,OR,64301,$6607.29,GREEN,11/23/2055
1171,Cora,Ellis,57,Amro Glen,Debuguz,NY,62952,$3731.21,WHITE,01/18/2054
1172,Norman,Cunningham,23,Satzac Parkway,Jekietu,UT,07713,$4208.98,YELLOW,02/22/2042
1173,Caleb,Taylor,30,Eluc Avenue,Afatonju,KS,69462,$6442.02,RED,04/18/1984
1174,Jacob,Ortiz,31,Unba Trail,Karheju,KY,62527,$5184.20,WHITE,07/06/2049
1175,Larry,Clark,41,Leco Boulevard,Vabaup,MA,25982,$1070.69,YELLOW,04/14/1901
1176,Steven,James,35,Vasop Trail,Ovadigim,MS,89322,$8216.19,BLUE,06/15/1946
1177,Isabel,Moreno,62,Jacpo View,Pitmifuk,AR,73684,$9574.32,WHITE,03/12/1957
1178,Miguel,Dixon,35,Uffop Turnpike,Opezicad,DC,68034,$8191.91,BLUE,01/13/1980
1179,Matilda,Lawson,34,Dojnas Lane,Cecaul,MN,30122,$628.75,WHITE,07/08/1927
1180,Maggie,Simpson,45,Rekaz Way,Bujkeho,OK,27562,$9689.01,WHITE,12/03/1920
1181,Brian,Newman,28,Diolu Square,Pecmiluhi,IL,85994,$3437.51,RED,08/05/1956
1182,Antonio,Johnson,28,Zugruh Point,Senangi,NJ,85479,$27.53,WHITE,09/13/1915
1183,Blake,Kelley,55,Hogu Park,Igovewe,IL,77155,$233.95,BLUE,03/07/1902
1184,Tom,Ball,46,Getpa Manor,Jeluged,ME,94768,$6991.87,GREEN,06/07/1934
1185,Cole,Tate,37,Bori Plaza,Tamhuhuc,MD,92215,$7331.55,GREEN,08/25/2068
1186,Lelia,Ballard,48,Teha Grove,Roitwe,KY,62927,$712.27,YELLOW,09/09/2053
1187,Zachary,Townsend,59,Jituc Mill,Kahevo,MD,24971,$9781.52,RED,07/04/2002
1188,Emilie,Bates,56,Sihbu Turnpike,Ikawaksi,SC,47252,$1214.01,BLUE,08/26/2056
1189,Mattie,Webb,36,Gofoh Grove,Luwretzo,DE,50811,$9496.72,RED,01/30/1904
1190,Martin,Barnes,49,Poni River,Nibwacul,MS,11060,$6900.90,BLUE,12/10/1941
1191,Randy,Stewart,49,Vuduz Point,Eskufiz,MT,76586,$1705.54,BLUE,08/25/1977
1192,Bertha,Hale,19,Zeuw Point,Jomoboil,NM,11963,$3212.61,BLUE,03/30/2003
1193,Jesse,Griffith,54,Hevza Center,Cigtego,MD,08402,$1461.59,RED,01/09/1931
1194,Jeffery,Cruz,22,Topsa Terrace,Pegsukpas,WY,84497,$1232.13,WHITE,01/04/1978
1195,Genevieve,Lawrence,39,Tubsan Key,Vujowabi,OH,60429,$3961.26,RED,04/10/1966
1196,Estelle,Willis,43,Dakgo Mill,Tuulamav,AZ,36990,$2743.46,GREEN,07/13/2006
1197,Jane,Boone,50,Zinli Square,Ramuracuw,WV,70353,$9658.07,YELLOW,04/12/1989
1198,Tony,Larson,40,Julut Drive,Rolfojha,IA,69214,$96.99,YELLOW,01/22/1966
1199,Leonard,Anderson,48,Rokjor River,Zabtulrek,LA,35642,$2189.19,GREEN,09/06/1992
1200,Maud,Allen,65,Erige Heights,Dilofne,WA,26822,$4128.89,YELLOW,03/08/2053
1201,Noah,Logan,61,Kolez Highway,Recohumo,MT,04237,$1592.54,YELLOW,09/10/1949
1202,Jonathan,McDonald,42,Zavbaz Road,Tamuhra,AR,22310,$8994.99,BLUE,12/13/2067
1203,Nina,Fisher,62,Opude Highway,Vumulir,NV,17175,$7795.07,RED,07/28/2049
1204,Roy,Garrett,62,Lahro Way,Kidotci,MI,05415,$2866.14,GREEN,07/01/1906
1205,Russell,Klein,20,Nuhla Court,Sevomu,ME,80023,$8978.84,YELLOW,10/25/1931
1206,Troy,Hill,47,Sidjak Point,Vumkogtez,LA,37931,$2480.66,YELLOW,05/22/2013
1207,Jerry,Elliott,19,Rodop Terrace,Ediivitif,AL,17355,$1765.48,BLUE,07/28/1915
1208,Sean,Floyd,46,Ozazap Terrace,Daiwuges,SC,24114,$6494.51,GREEN,03/18/2045
1209,Jackson,Larson,28,Nafben Park,Lidigut,NC,40801,$6894.49,RED,06/14/2029
1210,Winifred,Gomez,19,Behot Plaza,Tokagu,VT,58462,$8704.19,GREEN,12/19/2004
1211,Jack,Riley,22,Hovcow Ridge,Fosihlu,NY,55947,$1174.01,RED,11/25/1945
1212,Cynthia,Burgess,53,Vapec Glen,Ehizrup,MN,88613,$9038.28,RED,09/25/1906
1213,Albert,Morris,65,Tuhfa Avenue,Niwruuk,DE,75676,$8403.32,WHITE,05/06/2025
1214,Edwin,Pittman,43,Janis Lane,Cozpedtub,ID,85891,$6870.36,YELLOW,02/05/2057
1215,Marie,Hart,18,Roga Highway,Ziijeni,NC,67054,$7926.98,BLUE,08/07/1942
1216,Earl,Malone,40,Lice Center,Wugzerit,VT,05100,$5721.77,RED,05/19/1931
1217,Katie,Harper,63,Deep Grove,Zocakos,RI,01394,$7128.71,YELLOW,10/12/2023
1218,Mitchell,Barber,36,Icdeb River,Egilubu,WV,29665,$5466.97,GREEN,03/30/2044
1219,Edgar,Carroll,31,Jefur Junction,Gownovit,NC,61543,$846.19,WHITE,02/04/1993
1220,Blake,Wagner,43,Luki Street,Ulisinso,DE,39523,$9443.81,BLUE,01/23/2002
1221,Jeff,Chandler,35,Laara Drive,Segnueza,WA,29998,$1818.62,GREEN,06/27/2068
1222,Jesse,May,54,Awhic River,Ladpooj,IL,85938,$2566.16,YELLOW,06/09/2041
1223,Etta,Mendoza,46,Hezo River,Zonrobwum,IL,69026,$9621.22,YELLOW,09/08/2045
1224,Lulu,Adams,46,Curufi Path,Vuvoupe,NM,61179,$2501.90,GREEN,02/03/2065
1225,Teresa,Sherman,48,Zihleb Mill,Gajecpa,NE,56109,$5976.89,WHITE,11/16/1935
1226,Gerald,Tran,57,Farobo Manor,Rilupku,SC,16572,$2581.96,YELLOW,04/03/1938
1227,Trevor,Mitchell,18,Sepuf Glen,Uzukitgu,MD,29970,$136.35,GREEN,11/15/1953
1228,Gavin,Terry,52,Pegep Pass,Cegkotic,VA,47712,$3954.81,BLUE,09/14/1968
1229,Eleanor,Holt,49,Owari Way,Gupaso,TN,81731,$1935.41,BLUE,07/05/1986
1230,Daniel,Peterson,53,Wigniw Mill,Luskahig,LA,16493,$7348.55,BLUE,08/12/2033
1231,Leroy,Nguyen,27,Javvoh Pike,Benteic,PA,50385,$8785.61,GREEN,02/08/1901
1232,Lilly,Becker,52,Zuhdik Parkway,Covafup,NH,24566,$9603.60,WHITE,02/06/1963
1233,Rosalie,Brooks,38,Biji Turnpike,Gadmorhin,MD,29767,$4476.55,WHITE,02/14/2050
1234,Estella,Copeland,40,Vasip Heights,Acehoino,KS,70685,$4259.66,YELLOW,02/03/2041
1235,Winifred,Ford,27,Wojli River,Naburtaj,TX,84482,$3.69,GREEN,10/25/2032
1236,Lucinda,Larson,31,Zibgek Boulevard,Ovjimeb,ND,73675,$8143.48,YELLOW,03/02/1958
1237,Samuel,Cannon,32,Epsar View,Wuhesbul,CO,09497,$1132.53,RED,03/17/1943
1238,Christina,Santos,64,Cetar Plaza,Mevresnif,LA,71514,$2430.43,WHITE,07/11/2029
1239,Jean,Stevens,40,Muteb Place,Heduwopil,VA,25486,$6474.85,BLUE,05/11/2018
1240,Hunter,Mann,38,Jabuw Pike,Ifwieco,ME,12756,$433.63,WHITE,04/08/2054
1241,Edwin,Kennedy,28,Siwep Drive,Wukedidol,KS,94661,$2913.30,RED,09/23/2014
1242,Isaac,Rodriquez,62,Okhoc View,Fuwnakci,NH,88438,$4088.80,YELLOW,08/15/2037
1243,Adelaide,Estrada,23,Leufi Highway,Okahumbow,AL,20268,$3278.86,GREEN,08/03/1973
1244,Alvin,Norman,44,Madmem River,Diruve,RI,89258,$1951.67,YELLOW,11/30/1968
1245,Effie,Morrison,42,Osta Street,Laboceg,NJ,84402,$9705.35,WHITE,09/19/1970
1246,Julian,Kelly,42,Dici Junction,Debegah,IL,43305,$7102.69,BLUE,07/11/1939
1247,Maude,Williams,47,Esahow View,Mibmojo,NY,24108,$3029.97,WHITE,05/23/2020
1248,Nicholas,Wright,65,Ukuoh Place,Warodod,AZ,87097,$6495.31,GREEN,01/01/1988
1249,Elnora,Ward,24,Cewod Ridge,Roluhfen,TX,62772,$8017.67,WHITE,05/02/1972
1250,Elizabeth,Payne,32,Fotir Ridge,Obelauju,MO,50889,$9521.54,WHITE,08/11/2046
1251,Scott,Potter,42,Kagma Plaza,Kurfowhi,AR,67094,$7133.40,WHITE,01/07/1955
1252,Florence,Rice,34,Cepu Road,Pumopda,MD,49049,$5410.99,GREEN,07/11/1908
1253,Gary,Edwards,21,Lifvo Boulevard,Noomogu,CO,55955,$3684.73,GREEN,01/16/2029
1254,George,Caldwell,45,Puvi Lane,Rejredvez,RI,51997,$9343.12,BLUE,07/22/1916
1255,Joseph,Willis,26,Leitu Manor,Subavcu,CA,66900,$5975.73,GREEN,12/30/2041
1256,Adeline,Schwartz,35,Wamloj Place,Jagkasegu,MN,41062,$9117.02,GREEN,07/23/1928
1257,Lily,Green,44,Omipok Trail,Liijeali,SD,01842,$6445.17,YELLOW,02/15/2033
1258,Gregory,McLaughlin,33,Logwo Highway,Cotlize,AK,93879,$3591.42,WHITE,09/26/1981
1259,Kevin,Valdez,22,Picgo View,Aripego,WY,16275,$7971.24,GREEN,04/07/2061
1260,Irene,Ingram,42,Devwa Court,Nagesje,GA,66189,$3423.53,YELLOW,10/23/1938
1261,Loretta,Medina,45,Jawtu Park,Iweuzsaf,IA,59263,$2741.63,WHITE,01/01/2040
1262,Grace,Paul,46,Adahi Avenue,Ataojil,NH,48790,$3879.13,RED,03/19/2031
1263,Rosa,Flowers,25,Esivu Key,Kujokfiw,NJ,99407,$9978.73,YELLOW,03/01/2045
1264,Jim,Little,35,Hifsuj Pass,Owniju,IL,16439,$180.03,BLUE,04/29/1913
1265,Adeline,Simmons,47,Kubir Grove,Watehe,CT,99085,$784.56,RED,07/11/1929
1266,Patrick,Logan,45,Ukejev Ridge,Tupuvup,MN,86600,$4728.14,WHITE,05/10/1935
1267,Luella,Rogers,35,Awtip Path,Biefaj,TX,49025,$5255.74,WHITE,01/13/2049
1268,Viola,Bradley,61,Jizeb Terrace,Upjelet,AL,64068,$7144.28,GREEN,06/12/1947
1269,Hester,Keller,25,Poguc Path,Ovduto,CT,46605,$3904.38,YELLOW,02/04/2053
1270,Dennis,Mullins,48,Laup Heights,Borociv,NY,98773,$8247.99,RED,05/11/2036
1271,Catherine,Harris,57,Gibha Park,Ogadilo,TN,49907,$2441.47,BLUE,09/07/2040
1272,Alexander,Montgomery,25,Piwbu Grove,Owidatuf,CA,84808,$6687.52,WHITE,08/14/2009
1273,Leo,Bates,22,Lofef Boulevard,Goncoset,CA,95528,$3257.97,RED,12/17/2036
1274,Lydia,Jennings,46,Mojag Glen,Camkamo,SC,95919,$5772.54,GREEN,11/06/1936
1275,Lucille,Graham,18,Zadja Junction,Nocpeenu,HI,56222,$2273.36,RED,03/12/2061
1276,Ophelia,Logan,31,Dujnuh View,Kafesfa,SC,47033,$2876.54,GREEN,04/12/2041
1277,Jessie,Wise,28,Watgib Ridge,Ehpeno,UT,04129,$9335.13,GREEN,11/06/1963
1278,Maurice,Stokes,39,Dirgu Heights,Sirzaki,MT,31121,$8817.30,RED,12/07/1916
1279,Edna,Walters,29,Gehzus Road,Hitawib,ID,26963,$9668.10,WHITE,07/28/2051
1280,Adele,Baldwin,41,Lufpaf Pass,Edzustac,NM,16866,$607.18,GREEN,04/21/1983
1281,Gertrude,Horton,46,Nigos View,Gaekju,AZ,42271,$9243.46,WHITE,02/18/2060
1282,Bessie,Norris,29,Vigva Turnpike,Voitol,MO,40366,$1237.47,BLUE,01/24/1915
1283,Annie,McLaughlin,58,Haali Path,Opuidoro,VA,93100,$8212.65,WHITE,09/13/2045
1284,Ian,Caldwell,23,Gompe Mill,Wozooj,AK,17449,$1020.75,GREEN,11/02/2013
1285,Willie,Cross,43,Zaghup River,Volweut,UT,00579,$6704.44,GREEN,01/23/1999
1286,Joseph,Pena,27,Emeupu Glen,Cevzetbib,NC,49158,$796.82,WHITE,08/11/1939
1287,Charlotte,Long,20,Dadde Boulevard,Reebuni,WV,48520,$3011.49,GREEN,09/25/1975
1288,Addie,Mills,64,Zebub Highway,Ziudisol,SC,66100,$3541.25,WHITE,04/15/2070
1289,Jorge,Gonzales,18,Jepeb Drive,Sipudol,ND,18680,$1959.02,YELLOW,03/01/2059
1290,Daisy,Santiago,40,Sudteb Pass,Icijugwug,OH,80928,$5851.79,YELLOW,10/09/2026
1291,Nell,Maldonado,59,Ikosug Loop,Mopujka,FL,04443,$5670.70,WHITE,04/07/1923
1292,Georgie,Burns,25,Rutut River,Pepbivro,AK,63087,$3444.05,RED,12/17/1948
1293,Jorge,Mullins,63,Ehilor Center,Nadhoguco,MA,77916,$8066.90,RED,01/22/1950
1294,Rosa,Rice,53,Esucip Trail,Emacued,HI,18090,$3212.57,BLUE,08/15/1900
1295,Richard,Kelly,45,Valu Glen,Neohwob,FL,80904,$3846.36,BLUE,07/27/1998
1296,Lois,Little,29,Rilo Ridge,Patapka,NY,07548,$7580.68,YELLOW,06/14/1931
1297,Cody,Peterson,41,Dejo Pike,Ufgimnu,HI,15029,$932.13,RED,05/27/2044
1298,Leona,Swanson,61,Tida Terrace,Ojonobe,DE,02573,$4660.52,RED,07/20/1968
1299,Christopher,Hines,40,Zasu Boulevard,Resaljo,MI,57566,$9251.28,RED,11/26/1964
1300,Todd,Bishop,43,Zuwim Point,Visensa,VA,35877,$4184.78,BLUE,09/16/2040
1301,Elsie,Fuller,64,Foful Center,Narair,NE,22746,$9846.76,YELLOW,04/20/1963
1302,Austin,Nichols,42,Nieg Square,Doszuiw,VA,74952,$9703.90,RED,04/20/2054
1303,Winifred,Jenkins,54,Cizjim Pass,Ikazokez,ME,70655,$6919.25,WHITE,10/21/1904
1304,Lawrence,Garner,22,Tetkig Lane,Uvjaoli,NY,63960,$5367.05,RED,11/16/2056
1305,Alice,Pierce,45,Rusag Parkway,Nepowi,OH,94873,$3690.04,YELLOW,06/15/2008
1306,Clayton,Flores,31,Fatu River,Efveberu,AK,14708,$4892.88,WHITE,02/28/2051
1307,Ivan,Obrien,46,Buvke Way,Baslimi,NH,37823,$3158.70,YELLOW,03/18/1962
1308,Manuel,Chandler,19,Gupgo Pass,Papovva,CT,43738,$1720.18,GREEN,07/15/1944
1309,Christopher,Hoffman,63,Buir Highway,Uraeguvo,KS,43088,$6489.32,BLUE,02/03/1974
1310,Eula,Ray,30,Dana Ridge,Wocusu,CA,29883,$6606.36,GREEN,11/13/1962
1311,Caroline,Sherman,26,Vabnis Boulevard,Feunizam,DC,25876,$9650.29,RED,07/29/1976
1312,Lou,Knight,20,Miwwi Pass,Dedadlun,ID,09873,$7124.98,BLUE,04/10/2052
1313,Inez,Fowler,30,Obuwig Lane,Utcasa,TX,88670,$993.65,GREEN,02/28/1986
1314,Eric,Jackson,25,Vetow Drive,Zikugkoz,OR,28093,$9669.54,WHITE,06/27/1949
1315,Cody,Casey,54,Puzdiw Ridge,Gucdovig,AR,66440,$8324.28,BLUE,03/17/2051
1316,Bessie,Ortiz,25,Lewudi Way,Hinelo,DC,51910,$9709.77,BLUE,04/30/1964
1317,Joel,Boyd,44,Gozo Loop,Cafoles,RI,84382,$7067.21,WHITE,10/19/1932
1318,Jean,Fuller,47,Vohnu Point,Davinit,OK,72684,$2666.78,BLUE,02/06/1951
1319,Mike,Flores,54,Kegifa Highway,Sinnigte,OK,61080,$810.96,RED,12/03/1938
1320,Olive,Campbell,27,Naccuc Parkway,Waifowij,GA,63151,$2886.25,BLUE,05/20/1937
1321,Julian,Stevenson,64,Sodu Road,Runkufali,TX,50244,$6530.84,RED,01/12/1957
1322,Travis,Kelly,65,Ihooca Circle,Loletto,HI,89627,$5039.90,BLUE,10/22/2040
1323,Robert,Jones,36,Teme Junction,Iwazuzdig,MS,29279,$8291.27,YELLOW,08/04/1932
1324,Jeremy,Gonzalez,57,Luda Loop,Mujzevnab,ME,27848,$1863.20,BLUE,08/18/1984
1325,Chester,Simpson,18,Siesi Extension,Zeiboku,WA,56831,$2040.22,BLUE,01/22/1935
1326,Jeremy,Spencer,60,Joih Street,Guedipaj,MA,48212,$8805.46,WHITE,02/11/1941
1327,Claudia,Welch,56,Deze Boulevard,Ahmufzab,NY,50065,$7821.01,GREEN,02/15/1926
1328,Caroline,Hanson,48,Cuses Mill,Puedwur,NJ,73944,$8624.37,BLUE,03/14/1999
1329,Jesse,Waters,49,Ogafu Key,Muzdilsi,NV,53063,$5596.82,BLUE,10/08/2049
1330,Lida,Wood,19,Gudeh River,Evisunve,MD,17324,$549.43,WHITE,01/13/1926
1331,Ann,Leonard,43,Jarsem Grove,Ihgefje,NJ,82554,$3069.41,GREEN,03/01/1900
1332,Lelia,Wells,50,Idke Manor,Sililal,AR,62751,$6420.21,WHITE,01/22/2055
1333,Leonard,Gilbert,29,Bezfu Square,Gewavlo,CT,67449,$4426.56,GREEN,06/26/1933
1334,Vernon,Evans,64,Cegir Road,Corokago,MI,34877,$1564.32,RED,02/20/1986
1335,Alice,Rios,42,Afek Highway,Lemmimut,AR,02571,$5715.26,WHITE,10/15/2061
1336,Jesus,Moore,54,Ofkep River,Zalacita,LA,09486,$9980.99,RED,06/24/1905
1337,Paul,Gilbert,59,Zaed Ridge,Dusorza,UT,41641,$5414.68,GREEN,12/09/1921
1338,Josie,Reyes,37,Boni Path,Isvudzum,KS,93093,$8893.82,BLUE,03/28/1917
1339,Ruth,Lloyd,48,Naawi Grove,Obiviwuw,NV,77660,$9804.50,RED,01/23/2069
1340,Roxie,Howard,64,Moptu Glen,Wemisew,WY,86106,$6566.35,RED,07/12/1930
1341,Olivia,Jacobs,28,Badek Center,Bojmili,AZ,02161,$1172.81,WHITE,05/06/1988
1342,Eleanor,Lucas,35,Sotes Grove,Jihgemo,FL,35661,$4251.02,GREEN,12/20/2002
1343,Jeffery,Curtis,56,Epubem Glen,Vazalmeh,CT,70588,$1184.17,YELLOW,03/08/2009
1344,Kevin,Page,50,Akecaw Loop,Asgesuvo,CO,94328,$1856.10,WHITE,01/22/1956
1345,Ethel,Pope,31,Piiw Path,Kosomgec,OK,37132,$9874.64,GREEN,01/31/2029
1346,Rhoda,Farmer,26,Vataka Way,Buzhuri,NC,93269,$540.92,GREEN,05/05/2026
1347,Christian,Washington,24,Hete Trail,Fehluche,NC,99342,$2659.72,WHITE,03/02/1914
1348,John,Copeland,45,Gajin Court,Gakana,MN,69952,$5325.24,BLUE,03/07/1958
1349,Isaiah,Freeman,42,Vapup Road,Duevjef,KS,44436,$7497.99,WHITE,09/13/2049
1350,Zachary,May,19,Giji View,Avkemsi,MD,43256,$9448.13,WHITE,01/25/2045
1351,Peter,Todd,51,Jahe Grove,Wesonabu,MO,45106,$9458.04,BLUE,08/30/1912
1352,Patrick,Zimmerman,58,Curfo Ridge,Nosevwaz,ME,09019,$6815.00,WHITE,03/07/2047
1353,Howard,Elliott,61,Buus River,Ciufeba,NH,62904,$4945.42,BLUE,10/21/2034
1354,Margaret,Morton,49,Uwevus River,Dipuwak,MO,46014,$3203.88,GREEN,07/05/2054
1355,Jeanette,Moss,46,Baduz Trail,Podebhi,MO,37116,$2645.62,RED,10/28/2033
1356,Lora,Lawson,24,Roada Grove,Woavwe,OK,90327,$2228.24,YELLOW,12/30/1971
1357,Ernest,Palmer,63,Sipnam Extension,Suliweun,CT,21333,$6734.77,RED,10/03/1967
1358,Angel,Martin,30,Zihiso Court,Gazigi,GA,99228,$9188.24,WHITE,02/26/1967
1359,Myrtie,Obrien,21,Jocip Junction,Lavarnun,AK,20747,$1772.42,WHITE,12/23/1961
1360,Jessie,Sparks,44,Voib Plaza,Alufudos,PA,52958,$6209.78,YELLOW,07/25/1985
1361,Barbara,Jackson,39,Fadku Junction,Pulhurfe,VT,73924,$5071.59,BLUE,12/19/2013
1362,Jackson,Jimenez,20,Vobe Court,Fanfoimi,MD,94508,$8817.30,RED,09/10/1913
1363,Luella,Lee,25,Zaku Mill,Bijpeap,NY,29265,$4555.80,YELLOW,02/19/1901
1364,Gene,Dunn,21,Ugaed Point,Lebezzez,CO,74667,$4054.87,WHITE,10/11/1914
1365,Lucy,Morales,47,Bopzu Center,Vajcobdo,LA,04368,$8835.09,BLUE,06/13/1956
1366,Travis,Sherman,59,Oteam Terrace,Gomhokoc,NC,85227,$1778.05,BLUE,10/12/1972
1367,Ruby,Burns,59,Hidu View,Ivnicep,TN,87292,$7999.39,BLUE,07/12/2030
1368,Craig,Hall,54,Rekwuv Way,Egetohdo,KY,53497,$3842.68,GREEN,10/24/1969
1369,Jennie,Alvarado,45,Ifame Boulevard,Felamavi,UT,78815,$4247.78,GREEN,01/23/2010
1370,Jane,Guerrero,58,Sutav Pass,Ciphoaze,CT,62546,$5342.10,RED,08/11/1949
1371,Beulah,Patton,23,Taize Boulevard,Apeteka,MT,03124,$9184.16,GREEN,12/18/1954
1372,Jon,Ford,59,Japmod Grove,Somnoem,VT,37402,$2949.04,BLUE,02/19/1917
1373,Marie,Ward,35,Adiva River,Bamduwlem,MT,13773,$8868.47,GREEN,04/19/2012
1374,Kathryn,Wolfe,64,Pehge Pike,Bezirge,ND,74093,$100.05,WHITE,01/30/2028
1375,Estelle,Cohen,37,Riwca Highway,Sownowkar,MD,65378,$338.64,BLUE,04/25/1962
1376,Wesley,Olson,40,Tanez River,Razeaj,NC,96315,$3953.13,WHITE,06/04/2043
1377,Lilly,Rodgers,60,Ovalu Street,Baliove,MI,88596,$6967.39,GREEN,05/18/1926
1378,Lida,Phillips,33,Micu Way,Ikinusa,VT,94857,$9882.23,YELLOW,08/16/1906
1379,Sallie,Ortega,47,Mucec Plaza,Desirba,WY,56951,$9208.34,BLUE,09/19/1970
1380,Eugene,Ferguson,31,Lene Lane,Ipuhamo,DE,56905,$3669.82,GREEN,12/07/2009
1381,Polly,Singleton,39,Wirwid Path,Ujeeszer,AK,00929,$1765.03,YELLOW,07/15/2052
1382,Cory,Burns,39,Rejjuc Grove,Gucapih,MN,14438,$8555.75,GREEN,04/12/2045
1383,Nora,Edwards,39,Zewka View,Ebhabu,GA,16644,$2522.89,BLUE,10/04/2003
1384,Carrie,Lynch,48,Beder Lane,Hocfefas,DC,01903,$3588.71,BLUE,04/05/1911
1385,Nina,Ross,42,Ruko Center,Fopatcok,VA,21701,$7592.11,GREEN,09/22/1978
1386,Dale,Murphy,49,Guji Manor,Bivepus,WA,36228,$9564.68,BLUE,10/10/1966
1387,Owen,Sims,55,Paubu Road,Bapbofon,ME,54030,$591.52,WHITE,08/19/2017
1388,Billy,Moss,47,Muri Boulevard,Woujaam,OK,77647,$7899.90,RED,07/06/2013
1389,Ola,Gregory,62,Usba Way,Rohvutub,MN,03655,$7421.77,WHITE,04/07/2002
1390,Madge,Owens,36,Ewukoj Key,Tolucic,KS,68697,$2221.91,YELLOW,02/16/2046
1391,Nettie,Little,47,Kewi Center,Wejumaciv,WY,48430,$2603.95,BLUE,03/20/1979
1392,Virginia,Rice,54,Vampe Turnpike,Josewij,NE,81445,$7133.40,BLUE,11/09/2013
1393,Luke,Rodgers,26,Haple Lane,Arpano,UT,00844,$5906.58,RED,03/09/1987
1394,Lester,Potter,39,Wigji View,Jaharwo,AR,63308,$1008.07,WHITE,12/12/2066
1395,Wesley,Rios,60,Hazaz Loop,Birafazu,WV,74065,$3629.03,BLUE,03/17/2009
1396,Leon,Nguyen,45,Negjuh Manor,Enoupco,WV,00485,$6724.51,YELLOW,11/20/1985
1397,Lina,Norton,35,Vinig Heights,Zefeji,IN,69910,$5586.50,BLUE,05/19/1985
1398,Phillip,Erickson,20,Jufe Place,Hufbihvim,NC,58329,$600.58,BLUE,12/03/1961
1399,Elmer,Vega,21,Madpo Point,Dotluro,ID,77984,$6684.46,WHITE,06/29/2025
1400,Myrtie,French,64,Sicvu Turnpike,Tivjabku,NH,76595,$5629.52,BLUE,06/03/1918
1401,Bruce,Davidson,63,Anko Park,Ocdumini,HI,59964,$9258.82,YELLOW,02/22/1967
1402,Shane,Simmons,56,Zoci Center,Rogkonos,SD,73699,$2116.13,GREEN,11/08/1943
1403,Theresa,Barton,51,Loztoz Junction,Diptutah,NC,29171,$4897.92,RED,01/02/2035
1404,Kyle,Williams,65,Zepwaw Turnpike,Juklagom,WV,25070,$2171.80,WHITE,11/23/2059
1405,Pearl,Sharp,35,Apvi Grove,Igtefkud,TN,61163,$3866.89,RED,03/04/1927
1406,Winifred,Park,51,Kocmah Parkway,Celewlo,HI,96061,$1734.72,WHITE,10/09/1983
1407,Glen,Jackson,61,Tumiw Junction,Zagwibi,FL,66158,$9966.61,BLUE,11/06/1906
1408,Adrian,Walsh,61,Hupfa Path,Pohurrof,AR,22670,$891.93,WHITE,12/04/2003
1409,Christopher,Vargas,65,Sila Plaza,Rupzodepa,ND,43550,$4907.32,BLUE,01/27/1949
1410,Millie,Alexander,50,Papo Key,Upzofut,AK,31034,$3608.47,GREEN,01/09/1951
1411,Hilda,Harmon,53,Rauze Pass,Sivepviw,WY,65643,$7216.58,GREEN,12/11/1957
1412,Adrian,Henderson,34,Guhpo Junction,Epewicsa,DE,34225,$8849.89,YELLOW,10/02/1911
1413,Isabel,Griffin,21,Zizta Court,Leasobuc,ID,38190,$7272.83,GREEN,07/10/1958
1414,Austin,Houston,22,Mudhev Way,Jotoceb,DE,95592,$6240.33,RED,01/02/1973
1415,Maggie,Hale,31,Niden Pike,Muremul,DC,03085,$3933.07,WHITE,06/06/2046
1416,Jerry,Pierce,53,Tigteh Ridge,Bezoroc,NJ,91847,$1681.92,RED,07/31/1971
1417,Franklin,Soto,59,Ponjuf Pike,Ofasatar,NJ,47496,$1779.71,YELLOW,02/05/1927
1418,Jeremiah,Castillo,61,Jawecu Mill,Minipuju,NM,77866,$5994.39,WHITE,11/15/1916
1419,Milton,Franklin,23,Wamo Junction,Dezkehil,LA,16884,$3720.78,BLUE,03/28/2032
1420,Carlos,Holland,26,Jectal Circle,Nebufidi,AL,68102,$8871.88,BLUE,12/23/2004
1421,Katharine,May,37,Ehenac Terrace,Zopefib,SD,87639,$2746.89,YELLOW,08/27/2037
1422,Louisa,Cobb,45,Hufgoh Boulevard,Ludliag,TX,75414,$4766.69,YELLOW,01/22/1900
1423,Bertie,Mills,58,Ijfe Heights,Opreluz,AZ,17743,$4144.00,GREEN,08/15/1991
1424,Ola,Wong,51,Boze Ridge,Fuspevob,CA,83008,$3209.34,GREEN,08/05/1959
1425,Isabel,Patton,56,Deor Extension,Guvibjoj,WA,55705,$4766.71,GREEN,12/01/2015
